Id,R,Nome,Squadra,Pg,Mv,Mf,Gf,Gs,Rp,Rc,R+,R-,Ass,Asf,Amm,Esp,Au
1852,D,SPINAZZOLA,Roma,24,6.25,6.43,1,0,0,0,0,0,2,0,2,0,0
1857,C,DI FRANCESCO F.,SPAL,20,5.91,6.15,2,0,0,0,0,0,0,0,4,0,0
1858,C,KREJCI,Bologna,14,5.86,6,1,0,0,0,0,0,0,0,2,0,0
1859,C,NAGY,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,D,BRUNO ALVES,Parma,33,5.97,5.91,0,0,0,0,0,0,0,0,4,0,0
1866,D,CEPPITELLI,Cagliari,16,6.03,6.13,2,0,0,0,0,0,0,0,5,0,1
1868,D,MURRU,Sampdoria,28,5.54,5.35,0,0,0,0,0,0,0,0,4,1,1
1869,D,PISACANE,Cagliari,30,5.74,5.71,1,0,0,0,0,0,0,0,6,1,0
1870,C,BARELLA,Inter,27,6.07,6.09,1,0,0,0,0,0,3,0,11,0,0
1871,C,DEIOLA,Lecce,11,5.8,6.05,1,0,0,0,0,0,1,0,3,0,0
1872,C,DESSENA,Brescia,24,5.71,5.81,2,0,0,0,0,0,0,0,5,1,0
1874,A,JOAO PEDRO,Cagliari,36,6.14,7.5,14,0,0,6,4,2,4,0,6,0,0
1875,C,MUNARI,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,D,PAJAC,Genoa,11,5.65,5.6,0,0,0,0,0,0,0,0,1,0,0
1879,A,FARIAS,Lecce,18,5.89,6.11,2,0,0,0,0,0,0,0,2,1,0
1891,D,CECCHERINI,Fiorentina,15,5.85,5.7,0,0,0,0,0,0,0,0,3,0,0
1895,D,FERRARI G.,Sassuolo,23,5.91,5.84,0,0,0,0,0,0,1,0,5,0,0
1896,D,MARTELLA,Brescia,24,5.58,5.5,0,0,0,0,0,0,0,0,3,0,0
1917,P,DRAGOWSKI,Fiorentina,31,6.21,5,0,43,2,0,0,0,0,0,1,0,0
1930,P,PINSOGLIO,Juventus,1,6,6,0,0,0,0,0,0,0,0,0,0,0
1933,C,MANDRAGORA,Udinese,26,5.8,5.84,0,0,0,0,0,0,2,0,2,0,0
1934,P,STRAKOSHA,Lazio,38,6.21,5.16,0,42,1,0,0,0,0,0,2,0,0
1935,P,VARGIC,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,C,MINALA,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,A,LAPADULA,Lecce,25,6.1,7.27,9,0,0,2,2,0,0,0,8,1,0
1943,A,NESTOROVSKI,Udinese,28,5.86,6.24,3,0,0,0,0,0,1,0,4,0,0
1946,P,ARESTI,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,A,CAPRARI,Parma,30,5.94,6.42,4,0,0,1,1,0,0,0,3,1,0
1974,A,SCHICK,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,C,MAZZITELLI,Sassuolo,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,C,SENSI,Inter,12,6.29,7.04,3,0,0,0,0,0,0,1,2,0,0
1979,D,BARRECA,Genoa,18,5.68,5.74,0,0,0,0,0,0,1,0,0,0,0
1981,A,BOYE',Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,C,PARIGINI,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,D,ANGELLA,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,C,FOFANA,Udinese,32,6.19,6.62,3,0,0,0,0,0,7,0,4,0,0
1987,C,JANKTO,Sampdoria,30,6,6.2,2,0,0,0,0,0,4,0,8,0,0
1995,C,DJURICIC,Sassuolo,29,6.15,6.7,5,0,0,0,0,0,3,0,6,0,0
1996,C,DE PAUL,Udinese,34,6.29,6.96,7,0,0,0,0,0,2,3,5,1,0
1998,A,PJACA,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,D,LUKAKU J.,Lazio,13,6.09,6.18,0,0,0,0,0,0,2,0,2,0,0
2002,C,CHIESA,Fiorentina,34,6.31,7.15,9,0,0,2,1,1,5,0,7,0,0
2003,C,MURGIA,SPAL,25,5.62,5.6,0,0,0,0,0,0,1,0,3,0,0
2006,D,LIROLA,Fiorentina,35,5.83,5.83,0,0,0,0,0,0,2,0,4,0,0
2007,D,WALLACE,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C,LINETTY,Sampdoria,28,5.96,6.43,4,0,0,0,0,0,3,0,4,0,0
2009,C,LUKIC,Torino,30,5.72,5.74,1,0,0,0,0,0,1,0,5,1,0
2011,C,MIGUEL VELOSO,Verona,34,6.06,6.32,3,0,0,0,0,0,0,3,6,0,0
2012,A,MILIK,Napoli,26,6.1,7.27,11,0,0,0,0,0,0,0,5,0,0
2016,D,FAZIO,Roma,16,5.7,5.77,1,0,0,0,0,0,0,0,2,1,0
2038,A,PINAMONTI,Genoa,32,5.7,6.12,4,0,0,2,1,1,1,0,1,0,0
2048,A,LO FASO,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,C,GUSTAFSON,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,A,SIMEONE,Cagliari,37,6.01,7.01,12,0,0,0,0,0,3,0,4,0,0
2062,D,BASTOS,Lazio,16,5.82,5.75,1,0,0,0,0,0,0,0,4,0,1
2065,C,PRAET,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,A,PETTINARI,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,A,RAGUSA,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,C,CRISTOFORO,Fiorentina,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2076,C,ROG,Cagliari,30,6.1,6.07,1,0,0,0,0,0,1,0,10,0,0
2077,C,PASALIC,Atalanta,35,6.15,6.88,9,0,0,0,0,0,3,0,6,0,1
2078,C,JOAO MARIO,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,D,BIRASCHI,Genoa,24,5.65,5.46,0,0,0,0,0,0,0,0,3,1,1
2085,C,LUIS ALBERTO,Lazio,36,6.46,7.31,5,0,0,1,1,0,14,1,5,0,0
2087,D,OLIVERA M,Fiorentina,1,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
2091,P,PLIZZARI,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,P,CUCCHIETTI,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,A,KEAN,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,D,BERESZYNSKI,Sampdoria,28,5.5,5.25,0,0,0,0,0,0,0,0,10,0,1
2106,C,MOROSINI,Brescia,3,6,6,0,0,0,0,0,0,0,0,0,0,0
2116,C,FARAGO',Cagliari,21,5.82,5.84,1,0,0,0,0,0,1,0,3,0,1
2120,D,BASTONI,Inter,25,5.98,6.04,2,0,0,0,0,0,0,0,7,1,0
2127,P,SATALINO,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,D,SIMIC L,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,D,HATEBOER,Atalanta,32,5.88,5.85,0,0,0,0,0,0,4,0,10,0,0
2134,P,FALCONE,Sampdoria,2,6,3.25,0,5,0,0,0,0,0,0,1,0,0
2141,D,DEPAOLI,Sampdoria,29,5.85,5.78,0,0,0,0,0,0,1,0,7,0,0
2144,C,COULIBALY,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,A,HAN,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,A,CUTRONE,Fiorentina,19,5.94,6.64,4,0,0,0,0,0,1,0,1,0,0
2157,C,BIANCU,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,D,GOSENS,Atalanta,34,6.39,7.38,9,0,0,0,0,0,7,0,3,0,0
2161,C,HAAS,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,A,CORNELIUS,Parma,26,6.2,7.83,12,0,0,0,0,0,2,0,1,0,0
2164,D,MILENKOVIC,Fiorentina,37,6.18,6.46,5,0,0,0,0,0,0,0,9,0,0
2165,D,VITOR HUGO,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,C,BENTANCUR,Juventus,30,6.12,6.21,0,0,0,0,0,0,5,2,9,0,0
2167,A,ORSOLINI,Bologna,37,5.92,6.69,8,0,0,0,0,0,4,2,3,0,0
2168,D,MUSACCHIO,Milan,18,5.72,5.56,0,0,0,0,0,0,0,0,4,1,0
2169,D,RODRIGUEZ R.,Milan,5,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0
2171,D,LYANCO,Torino,17,5.62,5.34,0,0,0,0,0,0,0,0,5,0,1
2172,C,BARAK,Lecce,24,5.89,6.18,2,0,0,0,0,0,1,0,1,0,0
2173,A,MALLE',Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,D,VENUTI,Fiorentina,16,5.81,5.73,0,0,0,0,0,0,1,0,4,0,0
2175,A,ANDRE' SILVA,Milan,1,5.5,5,0,0,0,0,0,0,0,0,1,0,0
2178,P,CRAGNO,Cagliari,16,6.47,5.31,0,21,1,0,0,0,0,0,1,0,0
2179,P,SIRIGU,Torino,36,6.43,4.68,0,64,1,0,0,0,0,0,4,0,0
2180,D,KARSDORP,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,D,PALOMINO,Atalanta,30,5.97,6.05,2,0,0,0,0,0,1,0,5,0,1
2184,D,GRAVILLON,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,C,BORINI,Verona,16,5.97,6.43,2,0,0,1,1,0,0,0,2,1,0
2188,C,MARUSIC,Lazio,15,6.14,6.54,2,0,0,0,0,0,1,0,3,0,0
2191,C,INGELSSON,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,D,BONIFAZI,SPAL,17,5.56,5.85,2,0,0,0,0,0,0,0,2,0,0
2193,C,GONALONS,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,C,CALHANOGLU,Milan,35,6.3,7.24,8,0,0,1,1,0,8,1,6,0,0
2195,A,OUNAS,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,D,CASTAGNE,Atalanta,27,6.08,6.18,1,0,0,0,0,0,1,0,4,0,0
2200,C,DOUGLAS COSTA,Juventus,23,6.25,6.61,1,0,0,0,0,0,4,0,1,0,0
2201,C,UNDER,Roma,18,6.13,6.7,3,0,0,0,0,0,0,0,2,0,0
2205,C,BERENGUER,Torino,29,6.07,6.74,6,0,0,0,0,0,1,1,4,0,0
2208,D,JAROSZYNSKI,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,C,LUCAS LEIVA,Lazio,25,6.04,5.88,0,0,0,0,0,0,1,0,8,1,0
2210,C,FALLETTI,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,P,SILVESTRI,Verona,35,6.2,4.94,0,43,0,0,0,0,0,0,2,0,0
2212,D,VAISANEN,SPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,C,CASSATA,Genoa,24,5.66,5.66,2,0,0,0,0,0,0,0,9,2,0
2214,D,KOLAROV,Roma,32,6.02,6.52,5,0,0,4,2,2,2,1,6,0,0
2215,C,VERETOUT,Roma,33,6.28,6.75,1,0,0,5,5,0,0,0,6,0,0
2241,D,LUCIONI,Lecce,36,5.65,5.71,3,0,0,0,0,0,0,0,8,1,1
2243,C,CICIRETTI,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,A,CERAVOLO,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,A,CISSE' K,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,D,VICARI,SPAL,34,5.66,5.49,0,0,0,0,0,0,0,0,4,0,2
2263,C,LAZZARI,Lazio,32,6.19,6.16,0,0,0,0,0,0,2,0,6,0,0
2270,P,ZACCAGNO,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,P,NICOLAS,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,C,VALOTI,SPAL,27,5.94,6.2,3,0,0,0,0,0,1,0,7,0,0
2279,D,ROMAGNA,Sassuolo,18,5.92,5.83,0,0,0,0,0,0,0,0,3,0,0
2280,D,NUYTINCK,Udinese,26,6.15,6.12,0,0,0,0,0,0,0,0,2,0,0
2281,A,VIDO,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,A,CAICEDO,Lazio,30,6.09,6.86,9,0,0,1,0,1,1,0,7,0,0
2285,D,BANI,Bologna,27,5.96,6.19,4,0,0,0,0,0,0,0,10,1,0
2287,C,RAMIREZ,Sampdoria,26,6,6.85,4,0,0,3,3,0,2,0,5,0,0
2288,D,N'KOULOU,Torino,31,5.77,5.79,1,0,0,0,0,0,0,0,3,1,0
2289,D,DALBERT,Fiorentina,31,5.85,5.82,0,0,0,0,0,0,4,0,8,1,0
2290,C,EYSSERIC,Verona,8,5.75,5.58,0,0,0,0,0,0,0,0,2,0,0
2291,C,RODRIGUEZ T,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,P,CEROFOLINI,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,D,MANCINI,Roma,32,6.03,5.88,1,0,0,0,0,0,0,0,14,1,0
2297,P,ROSSI F.,Atalanta,1,6,5,0,1,0,0,0,0,0,0,0,0,0
2302,C,BEHRAMI,Genoa,17,5.74,5.62,0,0,0,0,0,0,0,0,2,1,0
2304,A,SALCEDO E.,Verona,17,6.03,6.23,1,0,0,0,0,0,0,0,0,0,0
2306,C,MATUIDI,Juventus,35,5.89,5.89,0,0,0,0,0,0,1,0,2,0,0
2309,D,PEZZELLA GER.,Fiorentina,33,6.06,6.16,3,0,0,0,0,0,0,0,12,0,0
2310,D,CANCELO,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,D,HRISTOV,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,C,BRLEK,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,D,STRYGER LARSEN,Udinese,33,6.06,6.17,1,0,0,0,0,0,3,0,5,0,0
2317,A,BRIGNOLA,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,D,ROGERIO,Sassuolo,15,6,6.07,1,0,0,0,0,0,1,0,6,0,0
2324,A,LEE,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,A,KARAMOH,Parma,14,5.64,6,1,0,0,0,0,0,1,0,0,0,0
2327,A,STEPINSKI,Verona,21,5.88,6.46,3,0,0,0,0,0,1,0,3,1,0
2332,C,BRUNO JORDAO,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,A,PEDRO NETO,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,C,LERIS,Sampdoria,15,5.85,6.08,1,0,0,0,0,0,0,0,0,0,0
2335,D,LUIZ FELIPE,Lazio,26,6,6.04,1,0,0,0,0,0,1,0,6,0,0
2355,D,MARLON,Sassuolo,23,5.93,5.78,0,0,0,0,0,0,0,0,7,0,0
2378,C,PASTORE,Roma,11,6.06,6.06,0,0,0,0,0,0,0,0,0,0,0
2379,C,RABIOT,Juventus,28,5.91,5.93,1,0,0,0,0,0,1,0,5,1,0
2389,C,IMBULA,Lecce,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0,0
2391,C,EKDAL,Sampdoria,32,5.88,5.82,0,0,0,0,0,0,2,0,8,0,0
2392,C,WALACE,Udinese,20,5.88,5.82,0,0,0,0,0,0,0,0,2,0,0
2409,C,RIBERY,Fiorentina,21,6.5,6.95,3,0,0,0,0,0,3,0,3,1,0
2446,D,DONATI,Lecce,20,5.92,5.88,1,0,0,0,0,0,0,0,4,0,1
2468,P,OSPINA,Napoli,17,6.09,5.09,0,17,0,0,0,0,0,0,0,0,0
2472,C,RAMSEY,Juventus,24,6.02,6.41,3,0,0,0,0,0,0,0,2,0,0
2475,A,SANCHEZ,Inter,22,6.44,7.5,3,0,0,1,1,0,6,2,2,1,0
2488,C,MOSES,Inter,12,6.15,6.4,0,0,0,0,0,0,3,0,1,0,0
2504,C,CAN ,Juventus,8,5.57,5.43,0,0,0,0,0,0,0,0,2,0,0
2525,D,DARMIAN,Parma,33,5.92,5.95,1,0,0,0,0,0,1,0,6,0,0
2529,C,MKHITARYAN,Roma,22,6.25,7.59,9,0,0,0,0,0,5,0,5,0,0
2530,A,IBRAHIMOVIC,Milan,18,6.53,8.17,8,0,0,3,2,1,3,0,1,0,0
2531,A,LUKAKU,Inter,36,6.42,8.33,17,0,0,6,6,0,1,0,2,0,0
2556,C,ERIKSEN,Inter,17,5.92,6.31,1,0,0,0,0,0,2,0,0,0,0
2572,D,GODIN,Inter,23,6.05,6.11,1,0,0,0,0,0,1,0,5,0,0
2610,A,RONALDO,Juventus,33,6.56,9.33,19,0,0,13,12,1,3,0,3,0,0
2617,C,NZONZI,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,C,SORIANO,Bologna,29,6.09,6.62,5,0,0,0,0,0,4,0,3,2,0
2633,D,KJAER,Milan,20,6,5.9,0,0,0,0,0,0,0,0,4,0,0
2642,C,CALVANO,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,C,SANDRO,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2648,C,MACHACH,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,D,LYKOGIANNIS,Cagliari,20,5.74,5.68,0,0,0,0,0,0,1,0,4,0,0
2657,A,ANTONUCCI,Roma,2,5.75,5.5,0,0,0,0,0,0,0,0,1,0,0
2659,C,DABO,SPAL,16,5.62,5.88,1,0,0,0,0,0,3,0,4,0,0
2664,D,EL YAMIQ,Genoa,3,5,4.83,0,0,0,0,0,0,0,0,1,0,0
2692,C,CASTILLEJO,Milan,22,6.21,6.61,2,0,0,0,0,0,2,1,3,0,0
2707,D,YOUNG,Inter,18,6.12,7.03,4,0,0,0,0,0,4,0,1,0,0
2719,A,BARROW,Bologna,25,6.14,7.28,8,0,0,2,1,1,5,0,1,0,0
2724,D,BUONGIORNO,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2726,C,DANZI,Verona,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2728,D,PELLEGRINI LU.,Cagliari,24,6.04,6.04,0,0,0,0,0,0,5,0,10,0,0
2732,A,STIJEPOVIC,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2739,D,RECA,SPAL,25,5.66,5.7,0,0,0,0,0,0,2,0,2,0,0
2740,D,VARNIER,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2741,C,PESSINA,Verona,35,6.04,6.56,7,0,0,0,0,0,0,0,7,0,0
2742,C,VALZANIA,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2743,A,SANTANDER,Bologna,24,5.61,5.61,0,0,0,1,1,0,0,0,6,0,0
2744,C,SVANBERG,Bologna,25,5.94,6.11,1,0,0,0,0,0,1,0,2,0,0
2745,D,CALABRESI,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,D,DIJKS,Bologna,13,5.73,5.54,0,0,0,0,0,0,0,0,5,0,0
2747,D,PAZ,Lecce,16,5.54,5.42,0,0,0,0,0,0,1,0,5,0,0
2752,D,RASMUSSEN,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,D,HANCKO,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,A,PIATEK,Milan,18,5.56,6.19,1,0,0,3,3,0,0,0,1,0,0
2758,D,GUNTER,Verona,32,5.81,5.69,0,0,0,0,0,0,0,0,7,0,0
2759,D,CRISCITO,Genoa,26,6,6.58,0,0,0,10,8,2,0,0,7,0,0
2760,C,CALLEGARI,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,P,VODISEK,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,A,KOUAME',Fiorentina,18,6.31,7.44,6,0,0,0,0,0,3,0,1,0,0
2764,A,MARTINEZ L.,Inter,35,6.21,7.29,12,0,0,3,2,1,3,0,7,1,0
2766,C,ZANIOLO,Roma,26,6.16,6.8,6,0,0,0,0,0,2,0,8,0,0
2769,D,MAGNANI,Sassuolo,10,5.67,5.92,1,0,0,0,0,0,0,0,3,0,0
2770,P,PROTO,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2771,C,BERISHA V.,Lazio,3,6,6,0,0,0,0,0,0,0,0,0,0,0
2772,D,DURMISI,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2773,A,SPROCATI,Parma,20,5.77,6,1,0,0,0,0,0,0,0,0,0,0
2775,C,RUIZ,Napoli,33,5.97,6.39,3,0,0,0,0,0,6,0,2,0,0
2776,C,YOUNES,Napoli,9,5.88,6.5,1,0,0,0,0,0,0,0,1,0,0
2779,C,KLUIVERT,Roma,22,6.05,6.48,4,0,0,0,0,0,0,0,4,1,0
2780,C,CORIC,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,P,FUZATO,Roma,1,6,5,0,1,0,0,0,0,0,0,0,0,0
2783,D,BIANDA,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,D,COLLEY,Sampdoria,31,5.76,5.63,0,0,0,0,0,0,1,0,10,0,0
2785,C,PEETERS,Juventus,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2787,D,DICKMANN,SPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,D,BREMER,Torino,27,5.78,6,3,0,0,0,0,0,0,0,2,2,0
2789,C,MEITE',Torino,33,5.64,5.59,0,0,0,0,0,0,1,0,5,0,0
2790,P,ROSATI,Torino,1,5.5,4.5,0,1,0,0,0,0,0,0,0,0,0
2792,P,MUSSO,Udinese,38,6.28,5.08,0,51,2,0,0,0,0,0,1,0,0
2793,D,OPOKU,Udinese,7,5.79,5.57,0,0,0,0,0,0,0,0,1,1,0
2794,A,MICIN,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,D,TER AVEST,Udinese,20,5.71,5.68,0,0,0,0,0,0,0,0,1,0,0
2798,P,DINI,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,D,IACOPONI,Parma,36,5.89,5.96,2,0,0,0,0,0,0,0,7,0,0
2802,C,BARILLA',Parma,26,5.82,5.86,1,0,0,0,0,0,1,0,6,0,0
2804,C,SCOZZARELLA,Parma,16,6.17,6.3,0,0,0,0,0,0,1,2,2,0,0
2805,A,BARAYE,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,A,DA CRUZ,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2808,A,FREDIANI,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,P,VIGORITO,Lecce,5,5.9,4,0,9,0,0,0,0,0,0,1,0,0
2815,P,TERRACCIANO,Fiorentina,7,6.36,5.64,0,5,0,0,0,0,0,0,0,0,0
2816,D,DI LORENZO,Napoli,33,5.88,6.17,3,0,0,0,0,0,3,0,5,0,0
2818,C,BENNACER,Milan,31,6.03,5.9,1,0,0,0,0,0,0,0,14,0,0
2819,A,CAPUTO,Sassuolo,36,6.32,8.31,19,0,0,2,2,0,6,0,3,0,0
2825,C,BOURABIA,Sassuolo,17,5.68,5.47,1,0,0,0,0,0,1,0,5,1,2
2826,A,PUSSETTO,Udinese,12,5.95,6.2,1,0,0,0,0,0,0,0,1,0,0
2828,C,COLOMBATTO,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
